Transaction_ID,Invoice_Date,SKU_Code,Customer_Code,Units,Gross_Sales_EUR,Discount_EUR,Rebate_EUR
INV149819,2026-09-14,SKU016,C0145,258,13256.56,855.86,122.37
INV149822,2026-09-14,SKU015,C0075,310,10715.38,606.47,76.88
INV149825,2026-09-14,SKU016,C0058,376,19470.86,1105.64,220.34
INV148296,2026-09-15,SKU022,C0162,70,5129.01,599.16,291.79
INV148352,2026-09-15,SKU011,C0094,9,39142.47,4270.61,1598.41
INV148415,2026-09-15,SKU011,C0186,8,34210.28,3764.4,1310.01
INV148461,2026-09-15,SKU025,C0126,185,2139.6,525.52,39.22
INV148470,2026-09-15,SKU018,C0032,128,1978.85,114.25,19.75
INV148473,2026-09-15,SKU002,C0019,447,9776.28,2646.0,197.66
INV148479,2026-09-15,SKU009,C0177,9,32893.89,3464.28,1576.49
INV148490,2026-09-15,SKU003,C0129,120,1563.22,105.68,18.24
INV148499,2026-09-15,SKU021,C0042,64,3739.78,201.51,33.57
INV148514,2026-09-15,SKU003,C0051,65,842.61,48.97,10.81
INV148538,2026-09-15,SKU028,C0067,57,5136.14,266.07,53.48
INV148617,2026-09-15,SKU012,C0189,455,10522.49,572.73,83.58
INV148662,2026-09-15,SKU029,C0091,77,8867.43,523.45,113.18
INV148671,2026-09-15,SKU014,C0018,81,5023.07,256.81,47.76
INV148697,2026-09-15,SKU027,C0008,206,3743.19,250.82,42.89
INV148704,2026-09-15,SKU018,C0039,48,731.7,48.92,8.49
INV148715,2026-09-15,SKU017,C0028,424,4145.89,1091.57,86.39
INV148721,2026-09-15,SKU004,C0019,52,1012.39,244.79,17.71
INV148728,2026-09-15,SKU013,C0160,160,6162.34,720.71,378.73
INV148757,2026-09-15,SKU026,C0163,685,10640.82,604.59,82.31
INV148799,2026-09-15,SKU019,C0154,287,7963.82,1094.9,489.6
INV148821,2026-09-15,SKU003,C0015,37,473.21,29.46,5.81
INV148834,2026-09-15,SKU007,C0136,125,5627.57,672.42,301.25
INV148857,2026-09-15,SKU010,C0176,12,14587.62,3137.17,319.62
INV148861,2026-09-15,SKU005,C0181,84,2975.75,204.82,30.52
INV148883,2026-09-15,SKU003,C0054,26,328.39,38.51,12.23
INV148897,2026-09-15,SKU001,C0106,97,1385.75,82.32,12.18
INV148947,2026-09-15,SKU019,C0051,395,10766.82,651.41,123.52
INV148951,2026-09-15,SKU009,C0142,48,175274.61,42826.98,3359.66
INV148952,2026-09-15,SKU021,C0108,124,7167.77,483.87,86.48
INV149031,2026-09-15,SKU012,C0116,411,9096.75,601.98,97.6
INV149054,2026-09-15,SKU003,C0098,43,560.64,30.93,7.16
INV149103,2026-09-15,SKU025,C0189,595,7114.54,425.0,87.95
INV149165,2026-09-15,SKU013,C0063,83,3294.16,174.22,39.38
INV149218,2026-09-15,SKU027,C0196,318,5735.12,294.59,71.36
INV149315,2026-09-15,SKU024,C0105,19,927.89,116.54,48.32
INV149330,2026-09-15,SKU029,C0106,39,4350.35,247.35,53.63
INV149368,2026-09-15,SKU003,C0019,75,964.21,242.24,14.21
INV149397,2026-09-15,SKU015,C0123,242,8536.62,520.52,75.49
INV149416,2026-09-15,SKU028,C0037,69,6052.9,660.57,295.96
INV149509,2026-09-15,SKU022,C0186,140,10345.9,1071.79,509.81
INV149511,2026-09-15,SKU008,C0003,8,16557.8,1801.19,610.58
INV149561,2026-09-15,SKU002,C0081,106,2347.32,272.27,105.81
INV149595,2026-09-15,SKU018,C0182,109,1690.69,107.57,21.27
INV149636,2026-09-15,SKU018,C0122,133,2044.14,117.21,25.28
INV149638,2026-09-15,SKU010,C0128,13,16220.79,2181.91,660.81
INV149672,2026-09-15,SKU009,C0184,22,82347.56,20785.32,1565.88
INV149674,2026-09-15,SKU017,C0040,113,1080.47,69.6,8.1
INV149690,2026-09-15,SKU005,C0165,29,977.78,62.64,9.88
INV149718,2026-09-15,SKU018,C0149,221,3440.71,196.72,43.73
INV149755,2026-09-15,SKU015,C0191,285,9725.73,610.09,100.63
INV149764,2026-09-15,SKU025,C0058,374,4453.97,290.63,44.83
INV148313,2026-09-16,SKU022,C0045,98,7160.35,887.17,452.9
INV148342,2026-09-16,SKU002,C0164,168,3680.86,230.79,41.03
INV148381,2026-09-16,SKU023,C0035,185,5106.3,280.9,61.3
INV148406,2026-09-16,SKU019,C0195,674,18722.2,2510.97,991.48
INV148412,2026-09-16,SKU030,C0092,66,9538.5,593.39,76.4
INV148417,2026-09-16,SKU030,C0091,80,11385.53,712.39,133.34
INV148419,2026-09-16,SKU007,C0124,233,10253.73,576.8,130.4
INV148471,2026-09-16,SKU015,C0136,220,7652.52,924.29,393.81
INV148481,2026-09-16,SKU026,C0023,113,1731.68,203.72,96.17
INV148482,2026-09-16,SKU028,C0106,62,5538.18,358.85,59.88
INV148483,2026-09-16,SKU018,C0037,53,803.77,104.79,36.19
INV148511,2026-09-16,SKU016,C0199,171,8799.22,461.45,61.6
INV148520,2026-09-16,SKU001,C0029,312,4414.85,526.26,248.44
INV148533,2026-09-16,SKU023,C0138,224,5977.85,640.48,332.47
INV148559,2026-09-16,SKU013,C0180,770,29511.33,3411.85,1446.17
INV148581,2026-09-16,SKU006,C0057,643,20571.42,1157.91,215.37
INV148633,2026-09-16,SKU029,C0195,63,7123.69,817.24,381.55
INV148646,2026-09-16,SKU018,C0099,105,1631.23,101.35,18.41
INV148692,2026-09-16,SKU005,C0075,46,1586.64,94.88,13.12
INV148716,2026-09-16,SKU015,C0016,173,6103.34,394.87,49.49
INV148761,2026-09-16,SKU011,C0172,27,108793.89,14360.9,4352.47
INV148803,2026-09-16,SKU001,C0070,77,1088.84,146.57,44.69
INV148818,2026-09-16,SKU016,C0010,120,6200.65,723.57,323.73
INV148841,2026-09-16,SKU001,C0013,138,2001.27,268.74,109.43
INV148905,2026-09-16,SKU030,C0096,33,4817.65,499.86,312.99
INV149005,2026-09-16,SKU024,C0070,21,1024.69,124.13,66.07
INV149009,2026-09-16,SKU010,C0012,9,11047.5,1355.02,419.65
INV149036,2026-09-16,SKU001,C0154,178,2476.24,282.14,135.04
INV149070,2026-09-16,SKU021,C0009,93,5321.01,340.82,54.33
INV149086,2026-09-16,SKU001,C0180,226,3228.78,387.66,159.6
INV149114,2026-09-16,SKU025,C0135,459,5439.85,687.17,215.31
INV149128,2026-09-16,SKU026,C0006,406,6249.57,422.47,70.22
INV149138,2026-09-16,SKU005,C0015,31,1083.18,61.45,9.26
INV149172,2026-09-16,SKU025,C0049,261,3112.09,197.48,35.81
INV149227,2026-09-16,SKU019,C0131,757,20935.79,1276.38,227.54
INV149250,2026-09-16,SKU021,C0127,53,3236.89,428.42,118.86
INV149274,2026-09-16,SKU013,C0055,94,3647.99,478.14,196.13
INV149302,2026-09-16,SKU011,C0178,10,39715.29,5308.26,1828.05
INV149314,2026-09-16,SKU007,C0196,422,19042.75,1032.73,216.47
INV149346,2026-09-16,SKU001,C0049,280,4043.8,212.95,31.7
INV149365,2026-09-16,SKU008,C0176,18,35436.6,8304.35,649.7
INV149386,2026-09-16,SKU007,C0193,194,8775.02,1146.29,357.37
INV149413,2026-09-16,SKU017,C0065,1146,11091.22,643.21,87.97
INV149454,2026-09-16,SKU002,C0058,498,10768.79,640.28,103.58
INV149475,2026-09-16,SKU023,C0182,158,4259.58,247.06,51.75
INV149566,2026-09-16,SKU027,C0059,201,3614.83,235.05,35.4
INV149572,2026-09-16,SKU019,C0027,358,9996.75,526.79,82.01
INV149596,2026-09-16,SKU018,C0112,161,2514.21,294.29,130.75
INV149604,2026-09-16,SKU007,C0148,1039,48015.1,3089.35,340.39
INV149605,2026-09-16,SKU012,C0132,149,3285.7,185.92,35.84
INV149608,2026-09-16,SKU006,C0050,243,7905.77,517.01,91.15
INV149646,2026-09-16,SKU005,C0093,62,2167.9,138.41,16.4
INV149665,2026-09-16,SKU012,C0057,891,19983.65,1154.72,168.82
INV149721,2026-09-16,SKU011,C0176,21,84209.55,20152.64,1599.14
INV149801,2026-09-16,SKU003,C0196,113,1453.58,95.18,12.08
INV149806,2026-09-16,SKU001,C0101,290,4216.43,281.26,32.74
INV149823,2026-09-16,SKU030,C0033,33,4689.8,311.57,52.82
INV148263,2026-09-17,SKU023,C0199,228,6082.33,338.29,61.21
INV148312,2026-09-17,SKU004,C0046,14,280.31,35.88,14.55
INV148318,2026-09-17,SKU005,C0107,46,1577.95,86.45,11.75
INV148321,2026-09-17,SKU011,C0091,30,125397.19,7044.28,987.98
INV148322,2026-09-17,SKU025,C0134,560,6768.05,1748.64,118.98
INV148344,2026-09-17,SKU026,C0161,439,6932.01,772.05,315.27
INV148355,2026-09-17,SKU016,C0129,235,12753.74,760.41,134.66
INV148357,2026-09-17,SKU022,C0184,208,15390.21,4343.3,260.34
INV148370,2026-09-17,SKU025,C0075,253,3000.05,198.78,32.3
INV148378,2026-09-17,SKU002,C0008,219,4762.15,272.15,54.81
INV148385,2026-09-17,SKU010,C0178,7,9247.11,1054.13,340.61
INV148403,2026-09-17,SKU028,C0190,12,1030.43,54.89,9.78
INV148407,2026-09-17,SKU011,C0097,10,41285.08,4440.97,2332.62
INV148409,2026-09-17,SKU030,C0175,49,6972.56,443.03,55.72
INV148460,2026-09-17,SKU029,C0174,102,11512.49,755.51,133.49
INV148469,2026-09-17,SKU012,C0196,461,10118.89,587.64,100.41
INV148486,2026-09-17,SKU006,C0129,280,9003.26,560.46,95.48
INV148532,2026-09-17,SKU025,C0107,152,1786.55,117.03,18.38
INV148611,2026-09-17,SKU027,C0064,166,3082.93,182.46,21.77
INV148614,2026-09-17,SKU003,C0137,51,659.87,86.94,39.31
INV148622,2026-09-17,SKU012,C0099,282,6401.92,349.74,69.15
INV148636,2026-09-17,SKU022,C0011,235,17756.85,2377.08,647.54
INV148762,2026-09-17,SKU019,C0028,517,14169.04,3181.67,315.99
INV148782,2026-09-17,SKU005,C0188,45,1536.42,88.56,10.94
INV148786,2026-09-17,SKU007,C0095,440,20030.31,2668.28,1231.78
INV148831,2026-09-17,SKU002,C0112,143,3029.4,387.49,149.88
INV148886,2026-09-17,SKU025,C0095,320,3727.55,388.69,195.14
INV148898,2026-09-17,SKU027,C0159,223,3997.86,1002.51,102.14
INV148948,2026-09-17,SKU004,C0136,12,228.76,27.8,13.53
INV148967,2026-09-17,SKU028,C0163,96,8449.12,528.24,59.93
INV149002,2026-09-17,SKU007,C0152,68,3101.41,400.53,169.24
INV149080,2026-09-17,SKU003,C0195,67,862.98,111.09,44.59
INV149126,2026-09-17,SKU025,C0013,268,3167.89,393.27,121.86
INV149131,2026-09-17,SKU007,C0054,60,2674.97,337.94,167.01
INV149215,2026-09-17,SKU007,C0165,213,9370.7,603.51,96.27
INV149260,2026-09-17,SKU009,C0029,15,54278.77,7244.84,3381.45
INV149280,2026-09-17,SKU014,C0063,191,11902.71,685.2,105.17
INV149311,2026-09-17,SKU002,C0167,99,2149.5,148.27,26.43
INV149338,2026-09-17,SKU010,C0095,25,30762.0,3592.64,1460.76
INV149437,2026-09-17,SKU019,C0149,769,20825.4,1178.63,222.99
INV149460,2026-09-17,SKU027,C0005,356,6547.07,385.62,64.04
INV149525,2026-09-17,SKU016,C0080,61,3176.3,389.46,116.12
INV149575,2026-09-17,SKU019,C0173,375,10565.71,681.05,134.69
INV149576,2026-09-17,SKU018,C0058,232,3614.23,220.28,39.7
INV149588,2026-09-17,SKU011,C0136,6,22234.73,2294.5,1132.19
INV149612,2026-09-17,SKU022,C0056,303,22355.1,1418.15,283.03
INV149632,2026-09-17,SKU011,C0118,21,82787.75,10351.64,4387.18
INV149634,2026-09-17,SKU017,C0134,1600,15600.96,3601.23,219.61
INV149655,2026-09-17,SKU019,C0182,230,6318.78,322.52,63.42
INV149662,2026-09-17,SKU007,C0034,274,12179.14,675.66,126.68
INV149687,2026-09-17,SKU010,C0030,7,9134.03,1211.19,441.46
INV149732,2026-09-17,SKU016,C0101,213,11145.23,726.67,143.59
INV149744,2026-09-17,SKU009,C0185,5,19613.35,2463.31,1171.92
INV148266,2026-09-18,SKU029,C0005,65,7291.8,397.39,81.58
INV148341,2026-09-18,SKU017,C0181,342,3290.54,215.2,37.78
INV148376,2026-09-18,SKU023,C0074,264,7127.64,452.58,81.28
INV148382,2026-09-18,SKU005,C0071,52,1832.21,240.76,112.73
INV148383,2026-09-18,SKU028,C0154,44,3982.89,470.98,213.38
INV148387,2026-09-18,SKU012,C0185,215,4758.52,640.37,259.4
INV148413,2026-09-18,SKU014,C0154,156,9756.65,1290.32,350.85
INV148430,2026-09-18,SKU001,C0171,341,4806.99,589.77,236.44
INV148505,2026-09-18,SKU019,C0196,535,14574.53,819.8,180.63
INV148518,2026-09-18,SKU001,C0122,107,1501.49,102.12,19.08
INV148534,2026-09-18,SKU028,C0016,48,4295.1,260.9,52.22
INV148566,2026-09-18,SKU015,C0074,316,10991.89,585.24,131.61
INV148574,2026-09-18,SKU008,C0043,18,35673.17,9708.03,905.95
INV148618,2026-09-18,SKU015,C0099,228,7978.77,538.63,95.15
INV148698,2026-09-18,SKU011,C0163,11,47906.07,2937.68,400.61
INV148706,2026-09-18,SKU026,C0173,1237,19476.61,1119.95,209.38
INV148723,2026-09-18,SKU026,C0042,139,2144.94,133.61,17.29
INV148730,2026-09-18,SKU026,C0036,343,5267.5,1197.67,91.9
INV148732,2026-09-18,SKU012,C0111,145,3203.78,435.39,149.79
INV148742,2026-09-18,SKU014,C0076,378,23554.06,1465.2,290.35
INV148758,2026-09-18,SKU029,C0123,39,4413.17,233.15,49.56
INV148826,2026-09-18,SKU016,C0167,107,5491.6,358.5,60.96
INV148847,2026-09-18,SKU001,C0197,82,1180.99,72.66,10.36
INV148855,2026-09-18,SKU006,C0086,697,22784.7,4992.26,394.79
INV148872,2026-09-18,SKU030,C0107,29,4150.4,247.49,41.69
INV148877,2026-09-18,SKU029,C0103,130,15014.28,3506.99,268.85
INV148912,2026-09-18,SKU030,C0087,38,5447.76,571.22,264.54
INV148930,2026-09-18,SKU026,C0140,207,3147.7,165.06,35.41
INV148982,2026-09-18,SKU022,C0132,96,7138.56,388.14,70.27
INV148985,2026-09-18,SKU017,C0014,200,1934.17,103.29,16.73
INV149014,2026-09-18,SKU017,C0167,150,1451.39,75.43,14.12
INV149085,2026-09-18,SKU010,C0120,13,15667.68,1752.78,670.44
INV149107,2026-09-18,SKU008,C0087,8,16117.43,2207.67,985.3
INV149120,2026-09-18,SKU016,C0142,553,29036.34,7004.84,630.58
INV149133,2026-09-18,SKU010,C0080,10,12052.13,1503.02,435.97
INV149163,2026-09-18,SKU013,C0174,300,11619.51,612.37,137.36
INV149236,2026-09-18,SKU014,C0041,146,8969.68,470.4,94.5
INV149240,2026-09-18,SKU002,C0178,149,3255.15,370.19,132.2
INV149255,2026-09-18,SKU006,C0165,171,5459.79,312.37,49.92
INV149262,2026-09-18,SKU022,C0147,281,20708.33,1080.17,200.66
INV149275,2026-09-18,SKU008,C0144,17,34641.15,4438.93,1367.9
INV149291,2026-09-18,SKU021,C0140,58,3368.76,225.31,34.76
INV149312,2026-09-18,SKU014,C0085,189,11448.29,635.08,145.77
INV149328,2026-09-18,SKU013,C0154,139,5319.27,627.06,297.77
INV149366,2026-09-18,SKU029,C0187,25,2839.65,324.35,154.92
INV149384,2026-09-18,SKU029,C0154,57,6439.66,850.38,332.44
INV149394,2026-09-18,SKU015,C0042,279,9915.59,623.19,79.4
INV149477,2026-09-18,SKU003,C0095,69,869.47,112.26,50.83
INV149478,2026-09-18,SKU020,C0044,157,6352.08,852.81,306.31
INV149483,2026-09-18,SKU025,C0098,240,2881.64,176.37,30.51
INV149484,2026-09-18,SKU029,C0090,103,11806.06,1500.83,417.86
INV149516,2026-09-18,SKU004,C0155,109,2155.61,122.17,24.32
INV149528,2026-09-18,SKU029,C0098,51,5518.09,329.4,53.04
INV149560,2026-09-18,SKU026,C0029,493,7702.38,866.34,455.75
INV149562,2026-09-18,SKU023,C0174,300,7856.93,537.27,76.04
INV149592,2026-09-18,SKU024,C0044,87,4364.69,462.77,196.37
INV149610,2026-09-18,SKU020,C0045,98,4104.78,476.13,160.91
INV149650,2026-09-18,SKU006,C0094,171,5614.12,633.42,222.93
INV149702,2026-09-18,SKU018,C0072,59,904.22,104.36,40.03
INV149723,2026-09-18,SKU019,C0189,188,5135.35,348.56,63.8
INV149771,2026-09-18,SKU024,C0013,57,2833.64,382.69,151.6
INV149777,2026-09-18,SKU005,C0038,62,2170.89,298.81,115.28
INV149782,2026-09-18,SKU030,C0114,38,5487.27,302.34,41.89
INV148264,2026-09-19,SKU028,C0125,90,8055.08,529.17,66.53
INV148282,2026-09-19,SKU030,C0189,75,10699.5,637.35,120.42
INV148364,2026-09-19,SKU023,C0106,110,2938.96,166.33,22.4
INV148365,2026-09-19,SKU006,C0035,527,17089.19,973.22,162.87
INV148423,2026-09-19,SKU013,C0131,433,16565.33,946.3,121.14
INV148427,2026-09-19,SKU030,C0165,28,3970.94,238.68,31.97
INV148450,2026-09-19,SKU020,C0040,184,7659.86,521.8,80.44
INV148452,2026-09-19,SKU001,C0179,159,2311.82,306.36,130.96
INV148476,2026-09-19,SKU028,C0027,130,11424.74,619.1,146.72
INV148510,2026-09-19,SKU019,C0134,1807,50218.45,12704.56,936.76
INV148513,2026-09-19,SKU007,C0190,91,4056.03,221.41,43.43
INV148556,2026-09-19,SKU006,C0092,872,28354.91,1449.52,366.41
INV148565,2026-09-19,SKU026,C0135,562,8834.33,1176.83,310.99
INV148591,2026-09-19,SKU030,C0034,76,10919.3,580.77,90.37
INV148610,2026-09-19,SKU027,C0093,276,5072.59,316.88,47.4
INV148677,2026-09-19,SKU005,C0144,44,1503.71,170.37,59.81
INV148678,2026-09-19,SKU005,C0049,85,2909.91,171.49,23.34
INV148710,2026-09-19,SKU029,C0127,29,3201.1,415.78,175.97
INV148717,2026-09-19,SKU028,C0103,195,17431.38,4855.03,431.88
INV148739,2026-09-19,SKU016,C0086,260,13491.71,3455.9,230.36
INV148777,2026-09-19,SKU028,C0116,76,6800.72,421.5,72.58
INV148783,2026-09-19,SKU025,C0162,144,1736.15,237.04,79.96
INV148815,2026-09-19,SKU029,C0173,209,22962.56,1400.88,284.77
INV148856,2026-09-19,SKU006,C0161,444,14475.08,1602.7,611.9
INV148924,2026-09-19,SKU001,C0147,234,3341.64,201.56,40.94
INV148926,2026-09-19,SKU018,C0162,77,1181.69,156.94,64.94
INV148962,2026-09-19,SKU030,C0106,70,10395.99,644.66,93.6
INV148966,2026-09-19,SKU004,C0127,48,946.7,128.88,36.65
INV149033,2026-09-19,SKU021,C0056,235,13741.3,745.43,144.14
INV149038,2026-09-19,SKU006,C0168,1256,39896.76,9562.79,594.38
INV149058,2026-09-19,SKU013,C0099,259,10158.34,684.35,120.53
INV149066,2026-09-19,SKU018,C0181,127,1971.16,112.16,21.43
INV149084,2026-09-19,SKU024,C0190,32,1574.4,108.4,17.05
INV149090,2026-09-19,SKU028,C0166,153,13783.31,729.63,161.53
INV149122,2026-09-19,SKU002,C0074,242,5206.8,289.75,41.49
INV149135,2026-09-19,SKU012,C0023,251,5654.2,752.5,276.91
INV149164,2026-09-19,SKU006,C0093,784,25301.15,1643.22,234.73
INV149193,2026-09-19,SKU002,C0085,336,7439.11,502.38,58.56
INV149222,2026-09-19,SKU015,C0154,375,13250.63,1816.09,775.44
INV149289,2026-09-19,SKU022,C0140,220,16043.66,929.19,113.71
INV149293,2026-09-19,SKU010,C0077,22,26186.78,1726.88,289.21
INV149298,2026-09-19,SKU015,C0141,362,12698.11,861.16,147.76
INV149344,2026-09-19,SKU003,C0064,95,1210.51,82.34,12.89
INV149399,2026-09-19,SKU021,C0094,18,1069.52,111.29,47.52
INV149438,2026-09-19,SKU006,C0197,325,10666.16,628.01,124.74
INV149465,2026-09-19,SKU008,C0171,16,31811.93,4146.6,2043.51
INV149518,2026-09-19,SKU004,C0186,24,471.9,58.96,21.48
INV149542,2026-09-19,SKU027,C0033,111,2050.21,110.02,16.89
INV149544,2026-09-19,SKU006,C0012,129,4224.68,510.98,270.57
INV149558,2026-09-19,SKU026,C0130,197,3107.28,206.8,24.48
INV149619,2026-09-19,SKU026,C0196,476,7273.08,453.69,57.96
INV149627,2026-09-19,SKU003,C0121,55,708.63,41.66,7.97
INV149630,2026-09-19,SKU017,C0081,80,792.91,103.22,29.13
INV149645,2026-09-19,SKU028,C0153,22,1945.53,246.4,116.6
INV149647,2026-09-19,SKU017,C0131,1772,17107.42,999.72,198.64
INV149681,2026-09-19,SKU007,C0199,359,16308.79,1110.65,158.45
INV149720,2026-09-19,SKU019,C0085,399,11016.21,664.52,83.36
INV149746,2026-09-19,SKU030,C0071,64,8904.25,1218.78,578.26
INV149747,2026-09-19,SKU001,C0006,261,3820.58,237.0,41.15
INV149753,2026-09-19,SKU019,C0049,575,15632.4,854.16,175.36
INV149790,2026-09-19,SKU007,C0144,263,11571.49,1517.02,573.06
INV149792,2026-09-19,SKU027,C0125,240,4491.13,245.83,43.45
INV149803,2026-09-19,SKU004,C0125,74,1431.24,86.36,13.83
INV149805,2026-09-19,SKU017,C0162,207,2009.66,267.67,94.29
INV149810,2026-09-19,SKU030,C0150,145,20703.24,5432.63,301.11
INV149815,2026-09-19,SKU002,C0061,160,3450.15,432.94,208.71
INV149827,2026-09-19,SKU027,C0023,83,1542.19,196.81,87.6
INV148293,2026-09-20,SKU001,C0014,159,2302.28,120.23,20.63
INV148311,2026-09-20,SKU002,C0181,419,9047.43,551.07,110.8
INV148336,2026-09-20,SKU005,C0051,37,1249.95,66.76,12.08
INV148433,2026-09-20,SKU019,C0106,185,5075.79,286.85,43.78
INV148434,2026-09-20,SKU028,C0073,57,5217.05,275.59,53.29
INV148492,2026-09-20,SKU018,C0024,73,1117.46,73.64,13.85
INV148494,2026-09-20,SKU019,C0057,494,13906.48,755.74,142.78
INV148541,2026-09-20,SKU028,C0173,175,15667.35,873.12,155.24
INV148579,2026-09-20,SKU019,C0120,191,5311.04,544.28,224.66
INV148606,2026-09-20,SKU001,C0098,99,1419.23,85.89,16.3
INV148632,2026-09-20,SKU021,C0121,64,3851.87,238.3,46.17
INV148637,2026-09-20,SKU025,C0146,216,2598.49,169.85,31.04
INV148676,2026-09-20,SKU024,C0049,89,4303.55,284.08,35.8
INV148679,2026-09-20,SKU028,C0121,33,2892.35,188.43,20.49
INV148680,2026-09-20,SKU004,C0043,107,2087.19,543.81,42.82
INV148682,2026-09-20,SKU008,C0096,9,18181.25,2337.63,940.81
INV148686,2026-09-20,SKU012,C0199,497,10951.81,658.54,81.9
INV148736,2026-09-20,SKU028,C0198,158,14437.91,747.5,115.14
INV148830,2026-09-20,SKU030,C0049,105,14857.16,825.02,190.07
INV148875,2026-09-20,SKU027,C0156,188,3426.13,222.31,39.26
INV148899,2026-09-20,SKU028,C0132,42,3714.61,190.98,46.49
INV148915,2026-09-20,SKU024,C0040,77,3694.56,216.22,30.33
INV148920,2026-09-20,SKU007,C0051,208,9492.43,615.63,69.01
INV148929,2026-09-20,SKU015,C0071,287,9631.74,1222.78,455.95
INV148934,2026-09-20,SKU024,C0121,63,3178.59,195.06,32.52
INV148973,2026-09-20,SKU016,C0124,184,9879.63,667.19,75.25
INV149032,2026-09-20,SKU029,C0141,97,11061.25,734.05,94.63
INV149037,2026-09-20,SKU027,C0016,129,2367.47,141.6,19.3
INV149039,2026-09-20,SKU013,C0005,387,15293.36,977.25,112.63
INV149044,2026-09-20,SKU022,C0164,210,16064.03,1009.44,173.14
INV149062,2026-09-20,SKU004,C0182,45,894.47,51.04,10.04
INV149088,2026-09-20,SKU027,C0164,201,3626.59,212.15,33.82
INV149105,2026-09-20,SKU019,C0181,363,9931.63,528.87,85.69
INV149154,2026-09-20,SKU012,C0055,215,4949.36,592.63,262.79
INV149174,2026-09-20,SKU005,C0179,35,1202.3,132.77,51.68
INV149179,2026-09-20,SKU018,C0010,170,2632.14,347.91,92.94
INV149192,2026-09-20,SKU009,C0138,16,56023.52,6629.81,2627.16
INV149195,2026-09-20,SKU020,C0050,199,8308.27,443.04,102.45
INV149209,2026-09-20,SKU005,C0169,17,602.71,65.69,36.69
INV149213,2026-09-20,SKU027,C0013,124,2289.29,295.34,117.36
INV149242,2026-09-20,SKU026,C0030,143,2227.31,232.18,126.77
INV149245,2026-09-20,SKU010,C0162,11,13656.72,1713.99,526.54
INV149287,2026-09-20,SKU007,C0067,113,5142.87,333.86,43.44
INV149313,2026-09-20,SKU007,C0110,69,3085.35,407.28,189.28
INV149334,2026-09-20,SKU005,C0136,16,567.33,58.26,32.75
INV149357,2026-09-20,SKU008,C0172,14,27428.08,3567.08,1237.05
INV149379,2026-09-20,SKU007,C0057,340,15468.53,840.54,113.74
INV149419,2026-09-20,SKU024,C0048,33,1613.1,82.39,16.07
INV149482,2026-09-20,SKU016,C0179,131,6971.3,814.3,275.12
INV149506,2026-09-20,SKU025,C0009,401,4636.95,240.03,32.81
INV149512,2026-09-20,SKU001,C0065,495,7042.43,382.77,56.65
INV149522,2026-09-20,SKU002,C0014,111,2494.11,136.71,27.84
INV149621,2026-09-20,SKU024,C0002,133,6458.68,659.48,311.93
INV149695,2026-09-20,SKU016,C0028,336,17295.4,3921.46,282.05
INV149698,2026-09-20,SKU003,C0138,43,549.71,71.0,23.31
INV149703,2026-09-20,SKU006,C0158,1224,39695.94,2227.85,436.16
INV149813,2026-09-20,SKU026,C0089,141,2125.01,226.75,92.34
INV148267,2026-09-21,SKU017,C0175,347,3445.62,211.27,34.97
INV148272,2026-09-21,SKU011,C0011,22,90061.43,12277.56,5142.44
INV148278,2026-09-21,SKU023,C0081,72,1905.42,253.59,97.21
INV148297,2026-09-21,SKU030,C0043,100,13764.08,3509.75,230.99
INV148320,2026-09-21,SKU017,C0039,102,1014.88,57.28,8.38
INV148348,2026-09-21,SKU003,C0186,32,413.9,48.77,24.32
INV148368,2026-09-21,SKU021,C0067,76,4479.04,283.93,35.13
INV148371,2026-09-21,SKU013,C0189,212,8255.06,565.87,77.09
INV148391,2026-09-21,SKU005,C0159,70,2485.44,687.65,42.67
INV148431,2026-09-21,SKU018,C0120,55,843.96,105.72,49.2
INV148443,2026-09-21,SKU018,C0069,84,1305.42,146.65,48.78
INV148451,2026-09-21,SKU016,C0104,51,2656.51,308.56,122.43
INV148485,2026-09-21,SKU015,C0013,165,5614.96,588.43,364.8
INV148489,2026-09-21,SKU025,C0179,150,1761.27,200.95,89.86
INV148516,2026-09-21,SKU004,C0181,65,1282.85,79.56,11.06
INV148528,2026-09-21,SKU003,C0159,94,1200.9,276.92,19.87
INV148588,2026-09-21,SKU022,C0180,303,22452.06,2736.91,1185.03
INV148600,2026-09-21,SKU009,C0068,17,62484.17,16598.08,953.46
INV148663,2026-09-21,SKU004,C0032,18,340.58,19.53,2.77
INV148684,2026-09-21,SKU023,C0124,132,3481.27,229.82,31.64
INV148689,2026-09-21,SKU026,C0108,526,8161.64,445.08,78.13
INV148707,2026-09-21,SKU004,C0198,65,1271.48,71.88,12.36
INV148750,2026-09-21,SKU030,C0131,238,33257.95,1790.02,340.53
INV148789,2026-09-21,SKU017,C0124,407,3979.32,273.04,49.12
INV148808,2026-09-21,SKU028,C0043,78,7034.32,1583.94,117.55
INV148829,2026-09-21,SKU006,C0173,864,28178.72,1880.64,205.06
INV148829,2026-09-21,SKU006,C0173,864,28178.72,1880.64,205.06
INV148870,2026-09-21,SKU027,C0144,122,2247.85,286.5,98.09
INV148907,2026-09-21,SKU011,C0068,12,49081.4,13195.49,1260.51
INV148975,2026-09-21,SKU014,C0191,253,15715.92,883.02,150.95
INV148990,2026-09-21,SKU002,C0005,259,5640.25,326.04,43.15
INV149055,2026-09-21,SKU002,C0110,129,2853.44,362.41,117.64
